	...1	...2	0	...4	...5	546 Bottles	Location	Producer	Nomen	Varrietal(s)	Vintage	Type	Notes
852	NA	NA	852	30	11	2	676	NA	NA	NA	22	NA	162
853	NA	NA	853	30	12	2	677	NA	NA	NA	22	NA	162
854	NA	NA	854	30	12	3	678	NA	NA	NA	22	NA	162
855	NA	NA	855	30	13	2	679	171	26	114	12	3	136
856	NA	NA	856	30	13	3	680	NA	NA	NA	22	NA	162
857	NA	NA	857	30	14	2	681	154	38	79	15	3	33
858	NA	NA	858	30	14	3	682	168	11	93	13	3	132
859	NA	NA	859	30	15	2	683	219	86	NA	17	3	132
860	NA	NA	860	30	15	3	684	219	86	NA	17	3	132
861	NA	NA	861	30	16	2	685	NA	NA	NA	22	NA	162
862	NA	NA	862	30	16	3	686	19	257	NA	3	2	162
863	NA	NA	863	30	17	2	687	78	55	113	12	3	202
864	NA	NA	864	30	17	3	688	NA	NA	NA	22	NA	162
865	NA	NA	865	30	18	2	689	126	56	NA	7	2	162
866	NA	NA	866	30	18	3	690	NA	NA	NA	22	NA	162
867	NA	NA	867	30	19	2	691	104	54	114	11	3	69
868	NA	NA	868	30	19	3	692	NA	NA	NA	22	NA	162
869	NA	NA	869	30	20	2	693	126	94	NA	5	2	162
870	NA	NA	870	30	20	3	694	NA	NA	NA	22	NA	162
871	NA	NA	871	31	1	2	695	113	75	60	15	3	162
872	NA	NA	872	31	2	2	696	113	4	60	15	3	94
873	NA	NA	873	31	3	2	697	113	250	100	15	3	120
874	NA	NA	874	31	4	2	698	113	250	100	14	3	130
875	NA	NA	875	31	5	2	699	NA	NA	NA	22	NA	162
876	NA	NA	876	31	6	2	700	113	124	133	14	3	125
877	NA	NA	877	31	7	2	701	113	124	133	14	3	125
878	NA	NA	878	31	8	2	702	NA	NA	NA	22	NA	162
879	NA	NA	879	31	9	2	703	113	207	60	15	3	162
880	NA	NA	880	31	10	2	704	113	124	60	13	3	39
881	NA	NA	881	31	11	2	705	NA	NA	NA	22	NA	162
882	NA	NA	882	31	12	2	706	121	267	114	12	3	193
883	NA	NA	883	31	12	3	707	NA	NA	NA	22	NA	162
884	NA	NA	884	31	13	2	708	41	25	NA	4	2	162
885	NA	NA	885	31	13	3	709	NA	NA	NA	22	NA	162
886	NA	NA	886	31	14	2	710	146	156	92	12	2	214
887	NA	NA	887	31	14	3	711	NA	NA	NA	22	NA	162
888	NA	NA	888	31	15	2	712	204	237	114	12	3	23
889	NA	NA	889	31	15	3	713	NA	NA	NA	22	NA	162
890	NA	NA	890	31	16	2	714	204	237	114	12	3	23
891	NA	NA	891	31	16	3	715	204	237	114	12	3	23
892	NA	NA	892	31	17	2	716	205	264	35	11	3	70
893	NA	NA	893	31	17	3	717	205	118	114	14	3	70
894	NA	NA	894	31	18	2	718	NA	NA	NA	22	NA	162
895	NA	NA	895	31	18	3	719	NA	NA	NA	22	NA	162
896	NA	NA	896	31	19	2	720	NA	NA	NA	22	NA	162
897	NA	NA	897	31	19	3	721	NA	NA	NA	22	NA	162
898	NA	NA	898	31	20	2	722	126	94	NA	4	2	162
899	NA	NA	899	31	20	3	723	NA	NA	NA	22	NA	162
900	NA	NA	900	32	1	2	724	113	74	60	14	3	41
901	NA	NA	901	32	2	2	725	113	74	60	14	3	41
902	NA	NA	902	32	3	2	726	NA	NA	NA	22	NA	162
903	NA	NA	903	32	4	2	727	113	206	60	15	3	162
904	NA	NA	904	32	5	2	728	113	209	100	15	3	208
905	NA	NA	905	32	6	2	729	113	209	100	15	3	208
906	NA	NA	906	32	7	2	730	113	209	100	15	3	208
907	NA	NA	907	32	8	2	731	113	208	60	15	3	131
908	NA	NA	908	32	9	2	732	113	208	60	14	3	45
909	NA	NA	909	32	10	2	733	NA	NA	NA	22	NA	162
910	NA	NA	910	32	11	2	734	NA	NA	NA	22	NA	162
911	NA	NA	911	32	12	2	735	NA	NA	NA	22	NA	162
912	NA	NA	912	32	12	3	736	NA	NA	NA	22	NA	162
913	NA	NA	913	32	13	2	737	115	91	121	17	3	80
914	NA	NA	914	32	13	3	738	156	71	10	12	3	75
915	NA	NA	915	32	14	2	739	180	150	114	17	3	60
916	NA	NA	916	32	14	3	740	180	150	114	17	3	60
917	NA	NA	917	32	15	2	741	73	110	79	17	3	83
918	NA	NA	918	32	15	3	742	73	110	79	17	3	83
919	NA	NA	919	32	16	2	743	NA	NA	NA	22	NA	162
920	NA	NA	920	32	16	3	744	152	NA	NA	22	NA	189
921	NA	NA	921	32	17	2	745	113	250	100	15	3	129
922	NA	NA	922	32	17	3	746	113	250	100	15	3	129
923	NA	NA	923	32	18	2	747	113	250	100	15	3	129
924	NA	NA	924	32	18	3	748	NA	NA	NA	22	NA	162
925	NA	NA	925	32	19	2	749	113	219	100	15	3	162
926	NA	NA	926	32	19	3	750	NA	NA	NA	22	NA	162
927	NA	NA	927	32	20	2	751	113	275	60	14	3	162
928	NA	NA	928	32	20	3	752	NA	NA	NA	22	NA	162
929	NA	NA	929	33	1	2	753	134	168	94	14	3	162
930	NA	NA	930	33	2	2	754	NA	NA	NA	22	NA	162
931	NA	NA	931	33	3	2	755	44	116	60	13	3	149
932	NA	NA	932	33	4	2	756	44	116	60	13	3	149
933	NA	NA	933	33	5	2	757	29	66	NA	12	3	174
934	NA	NA	934	33	6	2	758	134	232	53	14	3	162
935	NA	NA	935	33	7	2	759	134	232	53	13	3	159
936	NA	NA	936	33	8	2	760	NA	NA	NA	22	NA	162
937	NA	NA	937	33	9	2	761	134	159	106	14	3	162
938	NA	NA	938	33	10	2	762	134	279	136	14	3	162
939	NA	NA	939	33	11	2	763	NA	NA	NA	22	NA	162
940	NA	NA	940	33	12	2	764	87	247	63	10	3	162
941	NA	NA	941	33	12	3	765	NA	NA	NA	22	NA	162
942	NA	NA	942	33	13	2	766	101	225	116	16	3	68
943	NA	NA	943	33	13	3	767	101	34	59	17	3	67
944	NA	NA	944	33	14	1	768	160	216	112	14	3	72
945	NA	NA	945	33	14	3	769	NA	NA	NA	22	NA	162
946	NA	NA	946	33	15	2	770	NA	NA	NA	22	NA	162
947	NA	NA	947	33	15	3	771	NA	NA	NA	22	NA	162
948	NA	NA	948	33	16	2	772	165	36	60	14	3	216
949	NA	NA	949	33	16	3	773	NA	NA	NA	22	NA	162
950	NA	NA	950	33	17	2	774	90	81	15	15	3	89
951	NA	NA	951	33	17	3	775	NA	NA	NA	22	NA	162
952	NA	NA	952	33	18	2	776	70	36	45	14	3	90
953	NA	NA	953	33	18	3	777	NA	NA	NA	22	NA	162
954	NA	NA	954	33	19	2	778	134	159	53	13	3	162
955	NA	NA	955	33	19	3	779	134	36	60	14	3	162
956	NA	NA	956	33	20	2	780	134	278	133	14	3	162
957	NA	NA	957	33	20	3	781	NA	NA	NA	22	NA	162
958	NA	NA	958	34	1	2	782	134	278	133	15	3	162
959	NA	NA	959	34	2	2	783	134	160	NA	15	3	158
960	NA	NA	960	34	3	2	784	188	246	100	14	3	184
961	NA	NA	961	34	4	2	785	134	160	NA	15	3	158
962	NA	NA	962	34	5	2	786	50	36	62	14	3	162
963	NA	NA	963	34	6	2	787	192	36	60	8	3	175
964	NA	NA	964	34	7	2	788	134	34	59	14	3	177
965	NA	NA	965	34	8	2	789	134	169	95	14	3	162
966	NA	NA	966	34	9	2	790	134	34	59	15	3	185
967	NA	NA	967	34	10	2	791	NA	NA	NA	22	NA	162
968	NA	NA	968	34	11	2	792	NA	NA	NA	22	NA	162
969	NA	NA	969	34	12	2	793	134	278	133	13	3	162
970	NA	NA	970	34	12	3	794	NA	NA	NA	22	NA	162
971	NA	NA	971	34	13	2	795	134	170	96	13	3	107
972	NA	NA	972	34	13	3	796	134	170	96	13	3	107
973	NA	NA	973	34	14	2	797	134	36	60	14	3	162
974	NA	NA	974	34	14	3	798	134	36	60	14	3	162
975	NA	NA	975	34	15	2	799	134	159	53	15	3	162
976	NA	NA	976	34	15	3	800	134	170	96	15	3	162
977	NA	NA	977	34	16	2	801	134	170	96	13	3	162
978	NA	NA	978	34	16	3	802	NA	NA	NA	22	NA	162
979	NA	NA	979	34	17	2	803	NA	NA	NA	22	NA	162
980	NA	NA	980	34	17	3	804	NA	NA	NA	22	NA	162
981	NA	NA	981	34	18	2	805	NA	NA	NA	22	NA	162
982	NA	NA	982	34	18	3	806	NA	NA	NA	22	NA	162
983	NA	NA	983	34	19	2	807	NA	NA	NA	22	NA	162
984	NA	NA	984	34	19	3	808	NA	NA	NA	22	NA	162
985	NA	NA	985	34	20	2	809	NA	NA	NA	22	NA	162
986	NA	NA	986	34	20	3	810	NA	NA	NA	22	NA	162
987	NA	NA	987	35	1	2	811	134	232	NA	13	3	162
988	NA	NA	988	35	2	2	812	210	36	60	11	3	142
989	NA	NA	989	35	3	2	813	13	36	60	11	3	142
990	NA	NA	990	35	4	2	814	105	12	100	13	3	145
991	NA	NA	991	35	5	2	815	124	238	100	13	3	147
992	NA	NA	992	35	6	2	816	3	218	100	12	2	162
993	NA	NA	993	35	7	2	817	134	171	97	14	3	162
994	NA	NA	994	35	8	2	818	134	98	77	14	3	151
995	NA	NA	995	35	9	2	819	49	36	60	13	3	48
996	NA	NA	996	35	10	2	820	3	249	83	22	3	168
997	NA	NA	997	35	11	2	821	NA	NA	NA	22	NA	162
998	NA	NA	998	35	12	2	822	NA	NA	NA	22	NA	162
999	NA	NA	999	35	12	3	823	NA	NA	NA	22	NA	162
1000	NA	NA	1000	35	13	2	824	157	181	104	13	3	47
1001	NA	NA	1001	35	13	3	825	NA	NA	NA	22	NA	162
1002	NA	NA	1002	35	14	2	826	157	181	104	13	3	47
1003	NA	NA	1003	35	14	3	827	157	181	104	13	3	47
1004	NA	NA	1004	35	15	2	828	157	181	104	13	3	47
1005	NA	NA	1005	35	15	3	829	157	181	104	13	3	47
1006	NA	NA	1006	35	16	2	830	157	181	104	13	3	47
1007	NA	NA	1007	35	16	3	831	157	181	104	13	3	47
1008	NA	NA	1008	35	17	2	832	157	181	104	13	3	47
1009	NA	NA	1009	35	17	3	833	157	181	104	13	3	47
1010	NA	NA	1010	35	18	2	834	157	181	104	13	3	47
1011	NA	NA	1011	35	18	3	835	157	181	104	13	3	47
1012	NA	NA	1012	35	19	2	836	53	67	32	18	3	32
1013	NA	NA	1013	35	19	3	837	53	185	39	17	3	162
1014	NA	NA	1014	35	20	2	838	NA	NA	NA	22	NA	162
1015	NA	NA	1015	35	20	3	839	NA	NA	NA	22	NA	162
1016	NA	NA	1016	36	1	2	840	NA	NA	NA	22	NA	2
1017	NA	NA	1017	36	2	2	841	NA	NA	NA	22	NA	162
1018	NA	NA	1018	36	3	2	842	NA	NA	NA	22	NA	162
1019	NA	NA	1019	36	4	2	843	NA	NA	NA	22	NA	162
1020	NA	NA	1020	36	5	2	844	161	184	11	14	3	135
1021	NA	NA	1021	36	6	2	845	161	184	11	14	3	135
1022	NA	NA	1022	36	7	2	846	NA	NA	NA	22	NA	162
1023	NA	NA	1023	36	8	2	847	NA	NA	NA	22	NA	162
1024	NA	NA	1024	36	9	2	848	3	131	63	11	2	162
1025	NA	NA	1025	36	10	2	849	NA	NA	NA	22	NA	162
1026	NA	NA	1026	36	11	2	850	NA	NA	NA	22	NA	162
1027	NA	NA	1027	36	12	2	851	NA	NA	NA	22	NA	162
1028	NA	NA	1028	36	12	3	852	151	11	NA	11	3	132
1029	NA	NA	1029	36	13	2	853	22	8	NA	12	3	132
1030	NA	NA	1030	36	13	3	854	NA	NA	NA	22	NA	162
1031	NA	NA	1031	36	14	2	855	NA	NA	NA	22	NA	162
1032	NA	NA	1032	36	14	3	856	NA	NA	NA	22	NA	162
1033	NA	NA	1033	36	15	2	857	NA	NA	NA	22	NA	162
1034	NA	NA	1034	36	15	3	858	NA	NA	NA	22	NA	162
1035	NA	NA	1035	36	16	2	859	NA	NA	NA	22	NA	162
1036	NA	NA	1036	36	16	3	860	NA	NA	NA	22	NA	162
1037	NA	NA	1037	36	17	2	861	NA	NA	NA	22	NA	162
1038	NA	NA	1038	36	17	3	862	NA	NA	NA	22	NA	162
1039	NA	NA	1039	36	18	2	863	NA	NA	NA	22	NA	162
1040	NA	NA	1040	36	18	3	864	NA	NA	NA	22	NA	162
1041	NA	NA	1041	36	19	2	865	NA	NA	NA	22	NA	162
1042	NA	NA	1042	36	19	3	866	NA	NA	NA	22	NA	162
1043	NA	NA	1043	36	20	2	867	NA	NA	NA	22	NA	162
1044	NA	NA	1044	36	20	3	868	NA	NA	NA	22	NA	162
1045	NA	NA	1045	37	1	2	869	NA	NA	NA	22	NA	162
1046	NA	NA	1046	37	2	2	870	NA	NA	NA	22	NA	162
1047	NA	NA	1047	37	3	2	871	NA	NA	NA	22	NA	162
1048	NA	NA	1048	37	4	2	872	NA	NA	NA	22	NA	162
1049	NA	NA	1049	37	5	2	873	3	211	63	8	2	162
1050	NA	NA	1050	37	6	2	874	NA	NA	NA	22	NA	162
1051	NA	NA	1051	37	7	2	875	NA	NA	NA	22	NA	162
1052	NA	NA	1052	37	8	2	876	185	148	133	6	2	162
1053	NA	NA	1053	37	9	2	877	NA	NA	NA	22	NA	162
1054	NA	NA	1054	37	10	2	878	17	144	88	22	2	123
1055	NA	NA	1055	37	11	2	879	NA	NA	NA	22	NA	162
1056	NA	NA	1056	37	12	2	880	61	50	NA	8	3	162
1057	NA	NA	1057	37	12	3	881	NA	NA	NA	22	NA	162
1058	NA	NA	1058	37	13	2	882	45	50	NA	11	3	217
1059	NA	NA	1059	37	13	3	883	NA	NA	NA	22	NA	162
1060	NA	NA	1060	37	14	2	884	45	50	NA	11	3	217
1061	NA	NA	1061	37	14	3	885	NA	NA	NA	22	NA	162
1062	NA	NA	1062	37	15	2	886	60	50	NA	8	3	162
1063	NA	NA	1063	37	15	3	887	131	50	NA	10	3	162
1064	NA	NA	1064	37	16	2	888	NA	NA	NA	22	NA	162
1065	NA	NA	1065	37	16	3	889	NA	NA	NA	22	NA	162
1066	NA	NA	1066	37	17	2	890	NA	NA	NA	22	NA	162
1067	NA	NA	1067	37	17	3	891	40	50	NA	13	3	132
1068	NA	NA	1068	37	18	2	892	NA	NA	NA	22	NA	162
1069	NA	NA	1069	37	18	3	893	NA	NA	NA	22	NA	162
1070	NA	NA	1070	37	19	2	894	NA	NA	NA	22	NA	162
1071	NA	NA	1071	37	19	3	895	NA	NA	NA	22	NA	162
1072	NA	NA	1072	37	20	2	896	NA	NA	NA	22	NA	162
1073	NA	NA	1073	37	20	3	897	NA	NA	NA	22	NA	162
1074	NA	NA	1074	38	1	2	898	NA	NA	NA	22	NA	162
1075	NA	NA	1075	38	2	2	899	NA	NA	NA	22	NA	162
1076	NA	NA	1076	38	3	2	900	NA	NA	NA	22	NA	162
1077	NA	NA	1077	38	4	2	901	NA	NA	NA	22	NA	162
1078	NA	NA	1078	38	5	2	902	NA	NA	NA	22	NA	162
1079	NA	NA	1079	38	6	2	903	NA	NA	NA	22	NA	162
1080	NA	NA	1080	38	7	2	904	NA	NA	NA	22	NA	162
1081	NA	NA	1081	38	8	2	905	NA	NA	NA	22	NA	162
1082	NA	NA	1082	38	9	2	906	NA	NA	NA	22	NA	162
1083	NA	NA	1083	38	10	2	907	NA	NA	NA	22	NA	162
1084	NA	NA	1084	38	11	2	908	NA	NA	NA	22	NA	162
1085	NA	NA	1085	38	12	2	909	39	152	90	9	3	112
1086	NA	NA	1086	38	12	3	910	NA	NA	NA	22	NA	162
1087	NA	NA	1087	38	13	2	911	107	224	NA	7	3	63
1088	NA	NA	1088	38	13	3	912	NA	NA	NA	22	NA	162
1089	NA	NA	1089	38	14	2	913	218	36	60	13	3	102
1090	NA	NA	1090	38	14	3	914	NA	NA	NA	22	NA	162
1091	NA	NA	1091	38	15	2	915	NA	NA	NA	22	NA	162
1092	NA	NA	1092	38	15	3	916	NA	NA	NA	22	NA	162
1093	NA	NA	1093	38	16	2	917	NA	NA	NA	22	NA	162
1094	NA	NA	1094	38	16	3	918	NA	NA	NA	22	NA	162
1095	NA	NA	1095	38	17	2	919	99	280	NA	13	3	138
1096	NA	NA	1096	38	17	3	920	NA	NA	NA	22	NA	162
1097	NA	NA	1097	38	18	2	921	135	73	121	13	3	144
1098	NA	NA	1098	38	18	3	922	NA	NA	NA	22	NA	162
1099	NA	NA	1099	38	19	2	923	NA	NA	NA	22	NA	162
1100	NA	NA	1100	38	19	3	924	NA	NA	NA	22	NA	162
1101	NA	NA	1101	38	20	2	925	36	146	NA	9	3	217
1102	NA	NA	1102	38	20	3	926	NA	NA	NA	22	NA	162
1103	NA	NA	1103	39	1	2	927	133	167	43	17	3	162
1104	NA	NA	1104	39	2	2	928	133	167	43	17	3	162
1105	NA	NA	1105	39	3	2	929	133	53	20	17	3	162
1106	NA	NA	1106	39	4	2	930	133	53	20	17	3	162
1107	NA	NA	1107	39	5	2	931	133	178	30	17	3	162
1108	NA	NA	1108	39	6	2	932	133	178	30	17	3	162
1109	NA	NA	1109	39	7	2	933	NA	NA	NA	22	NA	162
1110	NA	NA	1110	39	8	2	934	NA	NA	NA	22	NA	162
1111	NA	NA	1111	39	9	2	935	NA	NA	NA	22	NA	162
1112	NA	NA	1112	39	10	2	936	NA	NA	NA	22	NA	162
1113	NA	NA	1113	39	11	2	937	NA	NA	NA	22	NA	162
1114	NA	NA	1114	39	12	2	938	NA	NA	NA	22	NA	162
1115	NA	NA	1115	39	12	3	939	NA	NA	NA	22	NA	162
1116	NA	NA	1116	39	13	2	940	NA	NA	NA	22	NA	162
1117	NA	NA	1117	39	13	3	941	NA	NA	NA	22	NA	162
1118	NA	NA	1118	39	14	2	942	NA	NA	NA	22	NA	162
1119	NA	NA	1119	39	14	3	943	NA	NA	NA	22	NA	162
1120	NA	NA	1120	39	15	2	944	NA	NA	NA	22	NA	162
1121	NA	NA	1121	39	15	3	945	NA	NA	NA	22	NA	162
1122	NA	NA	1122	39	16	2	946	NA	NA	NA	22	NA	162
1123	NA	NA	1123	39	16	3	947	NA	NA	NA	22	NA	162
1124	NA	NA	1124	39	17	2	948	NA	NA	NA	22	NA	162
1125	NA	NA	1125	39	17	3	949	NA	NA	NA	22	NA	162
1126	NA	NA	1126	39	18	2	950	NA	NA	NA	22	NA	162
1127	NA	NA	1127	39	18	3	951	NA	NA	NA	22	NA	162
1128	NA	NA	1128	39	19	2	952	NA	NA	NA	22	NA	162
1129	NA	NA	1129	39	19	3	953	NA	NA	NA	22	NA	162
1130	NA	NA	1130	39	20	2	954	NA	NA	NA	22	NA	162
1131	NA	NA	1131	39	20	3	955	NA	NA	NA	22	NA	162
1132	NA	NA	1132	40	1	2	985	133	53	27	15	3	162
1133	NA	NA	1133	40	2	2	986	133	53	27	15	3	162
1134	NA	NA	1134	40	3	2	987	133	178	26	15	3	150
1135	NA	NA	1135	40	4	2	988	133	167	37	15	3	169
1136	NA	NA	1136	40	5	2	989	133	212	29	17	3	186
1137	NA	NA	1137	40	6	2	990	133	212	29	17	3	186
1138	NA	NA	1138	40	7	2	991	133	92	2	17	3	167
1139	NA	NA	1139	40	8	2	992	133	92	2	17	3	167
1140	NA	NA	1140	40	9	2	993	133	228	8	17	3	165
1141	NA	NA	1141	40	10	2	994	133	228	8	17	3	165
1142	NA	NA	1142	40	11	2	995	NA	NA	NA	22	NA	162
1143	NA	NA	1143	40	12	2	996	175	186	NA	12	3	103
1144	NA	NA	1144	40	12	3	997	NA	NA	NA	22	NA	162
1145	NA	NA	1145	40	13	2	998	144	253	100	15	3	143
1146	NA	NA	1146	40	13	3	999	NA	NA	NA	22	NA	162
1147	NA	NA	1147	40	14	2	1000	117	278	133	15	3	124
1148	NA	NA	1148	40	14	3	1001	NA	NA	NA	22	NA	162
1149	NA	NA	1149	40	15	2	1002	NA	NA	NA	22	NA	162
1150	NA	NA	1150	40	15	3	1003	NA	NA	NA	22	NA	162
1151	NA	NA	1151	40	16	2	1004	NA	NA	NA	22	NA	162
1152	NA	NA	1152	40	16	3	1005	NA	NA	NA	22	NA	162
1153	NA	NA	1153	40	17	2	1006	206	80	74	12	3	104
1154	NA	NA	1154	40	17	3	1007	NA	NA	NA	22	NA	162
1155	NA	NA	1155	40	18	2	1008	NA	NA	NA	22	NA	162
1156	NA	NA	1156	40	18	3	1009	NA	NA	NA	22	NA	162
1157	NA	NA	1157	40	19	2	1010	NA	NA	NA	22	NA	162
1158	NA	NA	1158	40	19	3	NA	NA	NA	NA	22	NA	162
1159	NA	NA	1159	40	20	2	1011	NA	NA	NA	22	NA	162
1160	NA	NA	1160	40	20	3	1012	NA	NA	NA	22	NA	162
1161	NA	NA	1161	41	1	2	1013	4	37	64	13	3	205
1162	NA	NA	1162	41	2	2	1014	4	239	123	12	3	206
1163	NA	NA	1163	41	3	2	1015	92	251	123	14	3	91
1164	NA	NA	1164	41	4	2	1016	139	252	31	14	3	92
1165	NA	NA	1165	41	5	2	1017	NA	NA	NA	22	NA	162
1166	NA	NA	1166	41	6	2	1018	20	99	100	13	3	71
1167	NA	NA	1167	41	7	2	1019	NA	NA	NA	22	NA	162
1168	NA	NA	1168	41	8	2	1020	NA	NA	NA	22	NA	162
1169	NA	NA	1169	41	9	2	1021	NA	NA	NA	22	NA	162
1170	NA	NA	1170	41	10	2	1022	NA	NA	NA	22	NA	162
1171	NA	NA	1171	41	11	2	1023	NA	NA	NA	22	NA	162
1172	NA	NA	1172	41	12	2	1024	NA	NA	NA	22	NA	162
1173	NA	NA	1173	41	12	3	1025	NA	NA	NA	22	NA	162
1174	NA	NA	1174	41	13	2	1026	197	182	NA	23	7	193
1175	NA	NA	1175	41	13	3	1027	NA	NA	NA	22	NA	162
1176	NA	NA	1176	41	14	2	1028	NA	NA	NA	22	NA	162
1177	NA	NA	1177	41	14	3	1029	NA	NA	NA	22	NA	162
1178	NA	NA	1178	41	15	2	1030	166	137	68	13	11	197
1179	NA	NA	1179	41	15	3	1031	88	270	109	14	11	199
1180	NA	NA	1180	41	16	2	1032	NA	NA	NA	22	NA	162
1181	NA	NA	1181	41	16	3	1033	NA	NA	NA	22	NA	162
1182	NA	NA	1182	41	17	2	1034	NA	NA	NA	22	NA	162
1183	NA	NA	1183	41	17	3	1035	115	24	107	12	3	200
1184	NA	NA	1184	41	18	2	1036	31	22	87	12	3	193
1185	NA	NA	1185	41	18	3	1037	32	22	85	12	3	193
1186	NA	NA	1186	41	19	2	1038	NA	NA	NA	22	NA	162
1187	NA	NA	1187	41	19	3	1039	NA	NA	NA	22	NA	162
1188	NA	NA	1188	41	20	2	1040	116	259	128	23	2	191
1189	NA	NA	1189	41	20	3	1041	NA	NA	NA	22	NA	162
1190	NA	NA	1190	42	1	2	1042	NA	NA	NA	22	NA	162
1191	NA	NA	1191	42	2	2	1043	NA	NA	NA	22	NA	162
1192	NA	NA	1192	42	3	2	1044	159	142	100	15	3	162
1193	NA	NA	1193	42	4	2	1045	159	142	100	15	3	162
1194	NA	NA	1194	42	5	2	1046	95	60	89	12	3	203
1195	NA	NA	1195	42	6	2	1047	112	177	100	14	3	204
1196	NA	NA	1196	42	7	2	1048	200	177	100	14	3	204
1197	NA	NA	1197	42	8	2	1049	93	177	100	13	3	204
1198	NA	NA	1198	42	9	2	1050	NA	NA	NA	22	NA	162
1199	NA	NA	1199	42	10	2	1051	11	239	NA	12	3	106
1200	NA	NA	1200	42	11	2	1052	NA	NA	NA	22	NA	162
1201	NA	NA	1201	42	12	2	1053	33	65	51	12	3	193
1202	NA	NA	1202	42	12	3	1054	NA	NA	NA	22	NA	162
1203	NA	NA	1203	42	13	2	1055	NA	NA	NA	22	NA	162
1204	NA	NA	1204	42	13	3	1056	NA	NA	NA	22	NA	162
1205	NA	NA	1205	42	14	2	1057	NA	NA	NA	22	NA	162
1206	NA	NA	1206	42	14	3	1058	NA	NA	NA	22	NA	162
1207	NA	NA	1207	42	15	2	1059	NA	NA	NA	22	NA	162
1208	NA	NA	1208	42	15	3	1060	NA	NA	NA	22	NA	162
1209	NA	NA	1209	42	16	2	1061	NA	NA	NA	22	NA	162
1210	NA	NA	1210	42	16	3	1062	NA	NA	NA	22	NA	162
1211	NA	NA	1211	42	17	2	1063	NA	NA	NA	22	NA	162
1212	NA	NA	1212	42	17	3	1064	NA	NA	NA	22	NA	162
1213	NA	NA	1213	42	18	2	1065	NA	NA	NA	22	NA	162
1214	NA	NA	1214	42	18	3	1066	NA	NA	NA	22	NA	162
1215	NA	NA	1215	42	19	2	1067	NA	NA	NA	22	NA	162
1216	NA	NA	1216	42	19	3	1068	NA	NA	NA	22	NA	162
1217	NA	NA	1217	42	20	2	1069	NA	NA	NA	22	NA	162
1218	NA	NA	1218	42	20	3	1070	NA	NA	NA	22	NA	162
1219	NA	NA	1219	43	1	2	1071	NA	NA	NA	22	NA	162
1220	NA	NA	1220	43	2	2	1072	NA	NA	NA	22	NA	162
1221	NA	NA	1221	43	3	2	1073	NA	NA	NA	22	NA	162
1222	NA	NA	1222	43	4	2	1074	NA	NA	NA	22	NA	162
1223	NA	NA	1223	43	5	2	1075	56	77	100	12	3	162
1224	NA	NA	1224	43	6	2	1076	11	227	110	14	11	160
1225	NA	NA	1225	43	7	2	1077	8	21	NA	13	3	105
1226	NA	NA	1226	43	8	2	1078	NA	NA	NA	22	NA	162
1227	NA	NA	1227	43	9	2	1079	8	21	NA	10	3	105
1228	NA	NA	1228	43	10	2	1080	NA	NA	NA	22	NA	162
1229	NA	NA	1229	43	11	2	1081	NA	NA	NA	22	NA	162
1230	NA	NA	1230	43	12	2	1082	NA	NA	NA	22	NA	162
1231	NA	NA	1231	43	12	3	1083	NA	NA	NA	22	NA	162
1232	NA	NA	1232	43	13	2	1084	NA	NA	NA	22	NA	162
1233	NA	NA	1233	43	13	3	1085	NA	NA	NA	22	NA	162
1234	NA	NA	1234	43	14	2	1086	NA	NA	NA	22	NA	162
1235	NA	NA	1235	43	14	3	1087	23	3	86	12	3	87
1236	NA	NA	1236	43	15	2	1088	34	214	24	12	3	88
1237	NA	NA	1237	43	15	3	1089	130	214	47	12	3	86
1238	NA	NA	1238	43	16	2	1090	176	161	5	12	3	84
1239	NA	NA	1239	43	16	3	1091	68	39	92	11	3	85
1240	NA	NA	1240	43	17	2	1092	NA	NA	NA	22	NA	162
1241	NA	NA	1241	43	17	3	1093	NA	NA	NA	22	NA	162
1242	NA	NA	1242	43	18	2	1094	NA	NA	NA	22	NA	162
1243	NA	NA	1243	43	18	3	1095	NA	NA	NA	22	NA	162
1244	NA	NA	1244	43	19	2	1096	NA	NA	NA	22	NA	162
1245	NA	NA	1245	43	19	3	1097	NA	NA	NA	22	NA	162
1246	NA	NA	1246	43	20	2	1098	NA	NA	NA	22	NA	162
1247	NA	NA	1247	43	20	3	1099	NA	NA	NA	22	NA	162
1248	NA	NA	1248	44	1	2	1100	159	117	100	14	3	162
1249	NA	NA	1249	44	2	2	1101	7	13	100	15	3	162
1250	NA	NA	1250	44	3	2	1102	NA	NA	NA	22	NA	162
1251	NA	NA	1251	44	4	2	1103	159	273	100	14	3	162
1252	NA	NA	1252	44	5	2	1104	159	79	100	15	3	162
1253	NA	NA	1253	44	6	2	1105	159	6	100	15	3	162
1254	NA	NA	1254	44	7	2	1106	159	78	100	14	3	162
1255	NA	NA	1255	44	8	2	1107	159	79	100	15	3	162
1256	NA	NA	1256	44	9	2	1108	159	85	100	14	3	162
1257	NA	NA	1257	44	10	2	1109	46	153	100	15	3	162
1258	NA	NA	1258	44	11	2	1110	NA	NA	NA	22	NA	162
1259	NA	NA	1259	44	12	2	1111	159	7	100	14	3	162
1260	NA	NA	1260	44	12	3	1112	NA	NA	NA	22	NA	162
1261	NA	NA	1261	44	13	2	1113	150	200	125	14	3	114
1262	NA	NA	1262	44	13	3	1114	150	200	125	14	3	114
1263	NA	NA	1263	44	14	2	1115	48	199	125	13	3	114
